School Type,Campus Name,District Name,Total Score,Overall Grade,County Name,NCESSCH,LAT,LONG,ZIP
ELEMENTARY,HOLMSLEY EL,CYPRESS-FAIRBANKS ISD,46.9,C+,HARRIS,481611006086,29.886219,-95.676209,77095
MIDDLE,HOLUB MIDDLE,ALIEF ISD,42.2,C+,HARRIS,480783005639,29.673227,-95.603089,77099
ELEMENTARY,HOMER DR EL,BEAUMONT ISD,24.5,F,JEFFERSON,480967006824,30.157759,-94.168875,77708
ELEMENTARY,HOMESTEAD EL,LEWISVILLE ISD,63,B+,DENTON,482730008198,33.018789,-96.8882,75007
ELEMENTARY,HOMMEL EL,EVERMAN ISD,37,D,TARRANT,481881001759,32.631517,-97.285577,76140
HIGH,HONDO H S,HONDO ISD,51.9,C,MEDINA,482343002376,29.341447,-99.135743,78861
ELEMENTARY,HONEY EL,LUBBOCK ISD,63.2,B+,LUBBOCK,482850010917,33.51614,-101.895497,79423
ELEMENTARY,HONEY GROVE EL,HONEY GROVE ISD,42.3,C-,FANNIN,482346002379,33.587502,-95.898465,75446
HIGH,HONEY GROVE H S,HONEY GROVE ISD,59.3,B,FANNIN,482346002380,33.585928,-95.908784,75446
MIDDLE,HONEY GROVE MIDDLE,HONEY GROVE ISD,45,C+,FANNIN,482346006711,33.589167,-95.898312,75446
ELEMENTARY,HOOD-CASE EL,ALVIN ISD,53.9,B-,BRAZORIA,480809007527,29.436991,-95.255789,77511
ELEMENTARY,HOOK EL,STEPHENVILLE ISD,54.2,B,ERATH,484152008554,32.221392,-98.213851,76401
ELEMENTARY,HOOKS EL,HOOKS ISD,65.4,A-,BOWIE,482349002381,33.470985,-94.259579,75561
HIGH,HOOKS H S,HOOKS ISD,61.9,B,BOWIE,482349002382,33.467336,-94.283954,75561
MIDDLE,HOOKS J H,HOOKS ISD,44.2,C+,BOWIE,482349002383,33.516746,-94.290032,75561
MIDDLE,HOPEWELL MIDDLE,ROUND ROCK ISD,57.6,B+,WILLIAMSON,483808007494,30.552108,-97.658849,78664
ELEMENTARY,HOPKINS EL,JUDSON ISD,41.5,C-,BEXAR,482499002790,29.452081,-98.379809,78219
ELEMENTARY,HOPKINS EL,VICTORIA ISD,36.2,D,VICTORIA,482499002790,29.452081,-98.379809,78219
MIDDLE,HOPPER MIDDLE,CYPRESS-FAIRBANKS ISD,40.8,C,HARRIS,481611011255,29.888752,-95.720038,77433
MIDDLE,HORACE MANN J H,GOOSE CREEK CISD,34.6,D+,HARRIS,482115002114,29.725238,-94.95881,77520
HIGH,HORIZON H S,CLINT ISD,39.5,D,EL PASO,481443009224,31.684482,-106.170095,79928
ELEMENTARY,HORIZON HEIGHTS EL,SOCORRO ISD,61.6,B+,EL PASO,484071005922,31.698212,-106.217004,79928
MIDDLE,HORIZON MIDDLE,CLINT ISD,35.7,C-,EL PASO,481443010634,31.693388,-106.192364,79928
ELEMENTARY,HORIZON MONTESSORI,HORIZON MONTESSORI PUBLIC SCHOOLS,50.9,B-,HIDALGO,480006510814,26.206285,-98.23377,78501
MIDDLE,HORIZON MONTESSORI,HORIZON MONTESSORI PUBLIC SCHOOLS,52.9,B,HIDALGO,480006510814,26.206285,-98.23377,78501
ELEMENTARY,HORIZON MONTESSORI II,HORIZON MONTESSORI PUBLIC SCHOOLS,38.1,D+,HIDALGO,480006511509,26.18487,-98.003008,78596
MIDDLE,HORIZON MONTESSORI II,HORIZON MONTESSORI PUBLIC SCHOOLS,40.1,C,HIDALGO,480006511509,26.18487,-98.003008,78596
ELEMENTARY,HORIZON MONTESSORI III,HORIZON MONTESSORI PUBLIC SCHOOLS,38.5,D+,CAMERON,480006512111,26.1668,-97.667151,78550
MIDDLE,HORIZON MONTESSORI III,HORIZON MONTESSORI PUBLIC SCHOOLS,40.5,C,CAMERON,480006512111,26.1668,-97.667151,78550
ELEMENTARY,HORN EL,HOUSTON ISD,83.9,A+,HARRIS,480783011251,29.675634,-95.567141,77099
ELEMENTARY,HORN EL,ALIEF ISD,27.5,F,HARRIS,480783011251,29.675634,-95.567141,77099
HIGH,HORN H S,MESQUITE ISD,50.2,C,DALLAS,483039008764,32.731652,-96.557413,75181
ELEMENTARY,HORNE EL,CYPRESS-FAIRBANKS ISD,42.9,C-,HARRIS,481611005437,29.867844,-95.631667,77084
MIDDLE,HORNEDO MIDDLE,EL PASO ISD,63.3,A-,EL PASO,481830005741,31.862311,-106.551381,79912
ELEMENTARY,HORNSBY-DUNLAP EL,DEL VALLE ISD,29,F,TRAVIS,481662006534,30.248448,-97.587692,78724
ELEMENTARY,HOSP EL,FRISCO ISD,77.9,A+,COLLIN,482001012931,33.120434,-96.883311,75034
ELEMENTARY,HOUSE CREEK EL,COPPERAS COVE ISD,40.4,C-,CORYELL,481524012594,31.156497,-97.912442,76522
ELEMENTARY,HOUSER EL,CONROE ISD,44.3,C,MONTGOMERY,481500008993,30.166919,-95.440043,77385
ELEMENTARY,HOUSMAN EL,SPRING BRANCH ISD,27.8,F,HARRIS,484110004675,29.800155,-95.469701,77055
ELEMENTARY,HOUSTON ACADEMY,ALDINE ISD,38.5,D+,HARRIS,480771009550,29.874599,-95.448094,77088
HIGH,HOUSTON ACADEMY FOR INTERNATIONAL STUDIES,HOUSTON ISD,79.7,A,HARRIS,482364011263,29.736775,-95.369839,77004
ELEMENTARY,HOUSTON EL,MCALLEN ISD,64.2,B+,HIDALGO,480894000322,30.197779,-97.75474,78744
ELEMENTARY,HOUSTON EL,DENTON ISD,54.2,B,DENTON,480894000322,30.197779,-97.75474,78744
ELEMENTARY,HOUSTON EL,PORT ARTHUR ISD,52.4,B-,JEFFERSON,480894000322,30.197779,-97.75474,78744
ELEMENTARY,HOUSTON EL,HARLINGEN CISD,48.5,C+,CAMERON,480894000322,30.197779,-97.75474,78744
ELEMENTARY,HOUSTON EL,CORPUS CHRISTI ISD,47.7,C+,NUECES,480894000322,30.197779,-97.75474,78744
ELEMENTARY,HOUSTON EL,LANCASTER ISD,46.5,C+,DALLAS,480894000322,30.197779,-97.75474,78744
ELEMENTARY,HOUSTON EL,DENISON ISD,38.8,D+,GRAYSON,480894000322,30.197779,-97.75474,78744
ELEMENTARY,HOUSTON EL,AUSTIN ISD,30.4,D-,TRAVIS,480894000322,30.197779,-97.75474,78744
ELEMENTARY,HOUSTON EL,CONROE ISD,28.7,F,MONTGOMERY,480894000322,30.197779,-97.75474,78744
ELEMENTARY,HOUSTON EL,MIDLAND ISD,28.2,F,MIDLAND,480894000322,30.197779,-97.75474,78744
HIGH,HOUSTON H S,SAN ANTONIO ISD,34,F,BEXAR,483873004363,29.424656,-98.399299,78220
MIDDLE,HOUSTON MIDDLE,AMARILLO ISD,39,C,POTTER,480813000159,35.208376,-101.882253,79106
MIDDLE,HOUSTON MIDDLE,IRVING ISD,35.9,C-,DALLAS,480813000159,35.208376,-101.882253,79106
ELEMENTARY,HOWARD DOBBS EL,ROCKWALL ISD,52.3,B-,ROCKWALL,483765004220,32.931835,-96.452393,75087
ELEMENTARY,HOWARD NORMAN EL,HUTTO ISD,42.1,C-,WILLIAMSON,482410013207,30.518752,-97.557689,78634
ELEMENTARY,HOWE EL,HOWE ISD,52,B-,GRAYSON,482367002621,33.502856,-96.617246,75459
HIGH,HOWE H S,HOWE ISD,51.4,C,GRAYSON,482367002622,33.528325,-96.609196,75459
MIDDLE,HOWE MIDDLE,HOWE ISD,45.9,B-,GRAYSON,482367002623,33.503673,-96.616626,75459
MIDDLE,HOWELL MIDDLE,VICTORIA ISD,35.4,C-,VICTORIA,484415005007,28.837365,-96.986493,77901
ELEMENTARY,HOWSMAN EL,NORTHSIDE ISD,50.7,B-,BEXAR,483312003718,29.545774,-98.564227,78230
ELEMENTARY,HOYLAND EL,SPRING ISD,20.5,F,HARRIS,484122012103,29.97944,-95.433471,77090
ELEMENTARY,HP WEBB EL,OLTON ISD,49.7,C+,LAMB,483366003760,34.180414,-102.136533,79064
ELEMENTARY,HUBBARD EL,HUBBARD ISD,44.7,C,HILL,481970001869,32.678375,-97.339675,76115
ELEMENTARY,HUBBARD EL,FORT WORTH ISD,31.7,D-,TARRANT,481970001869,32.678375,-97.339675,76115
HIGH,HUBBARD H S,HUBBARD ISD,39.6,D,HILL,482373002626,31.835117,-96.812086,76648
MIDDLE,HUBBARD H S,HUBBARD ISD,38.3,C-,HILL,482373002626,31.835117,-96.812086,76648
ELEMENTARY,HUBBARD ISD,HUBBARD ISD,34.3,D,BOWIE,482370002624,33.468496,-94.636898,75559
MIDDLE,HUBBARD ISD,HUBBARD ISD,36.3,C-,BOWIE,482370002624,33.468496,-94.636898,75559
MIDDLE,HUBBARD MIDDLE,TYLER ISD,43.1,C+,SMITH,482373006121,31.836155,-96.811934,76648
ELEMENTARY,HUCKABAY SCHOOL,HUCKABAY ISD,52.9,B-,ERATH,482376002629,32.344149,-98.30245,76401
HIGH,HUCKABAY SCHOOL,HUCKABAY ISD,74.7,A-,ERATH,482376002629,32.344149,-98.30245,76401
MIDDLE,HUCKABAY SCHOOL,HUCKABAY ISD,54.5,B+,ERATH,482376002629,32.344149,-98.30245,76401
MIDDLE,HUDDLESTON INT,PRINCETON ISD,59,B+,COLLIN,483585008153,33.177217,-96.494798,75407
MIDDLE,HUDSON BEND MIDDLE,LAKE TRAVIS ISD,69.7,A,TRAVIS,482647008945,30.391035,-97.934852,78734
ELEMENTARY,HUDSON EL,LONGVIEW ISD,93.3,A+,GREGG,481168007821,25.950703,-97.476148,78521
ELEMENTARY,HUDSON EL,BROWNSVILLE ISD,63.5,B+,CAMERON,481168007821,25.950703,-97.476148,78521
HIGH,HUDSON H S,HUDSON ISD,66.5,B+,ANGELINA,482379002631,31.31452,-94.827271,75904
MIDDLE,HUDSON MIDDLE,HUDSON ISD,62.5,A-,ANGELINA,482379002632,31.315767,-94.828341,75904
ELEMENTARY,HUEBNER EL,NORTH EAST ISD,52.2,B-,BEXAR,483294007516,29.587274,-98.532131,78248
ELEMENTARY,HUECO EL,SOCORRO ISD,45.2,C,EL PASO,484071005923,31.666419,-106.288441,79927
MIDDLE,HUFFINES MIDDLE,LEWISVILLE ISD,34.7,D+,DENTON,482730007583,33.055634,-97.032169,75077
ELEMENTARY,HUFFMAN EL,PLANO ISD,33,D-,COLLIN,483510006029,33.019281,-96.809591,75093
MIDDLE,HUFFMAN MIDDLE,HUFFMAN ISD,30,D,HARRIS,482382002635,30.040089,-95.05965,77336
ELEMENTARY,HUGGINS EL,LAMAR CISD,61.4,B+,FORT BEND,482658005532,29.698226,-95.893317,77441
MIDDLE,HUGHES MIDDLE,BURLESON ISD,38.3,C-,JOHNSON,481218000720,32.543797,-97.335777,76028
ELEMENTARY,HUGHES ROAD EL,DICKINSON ISD,44.3,C,GALVESTON,481707006093,29.448824,-95.043102,77539
ELEMENTARY,HUGHES SPRINGS EL,HUGHES SPRINGS ISD,49.7,C+,CASS,482385002636,33.00671,-94.636016,75656
HIGH,HUGHES SPRINGS H S,HUGHES SPRINGS ISD,57.7,B-,CASS,482385002637,33.005335,-94.636253,75656
MIDDLE,HUGHES SPRINGS J H,HUGHES SPRINGS ISD,38.5,C,CASS,482385002638,33.005121,-94.636217,75656
ELEMENTARY,HUGHEY EL,EL PASO ISD,56.6,B,EL PASO,481830001693,31.789576,-106.410623,79925
ELEMENTARY,HUGHSTON EL,PLANO ISD,64,B+,COLLIN,483510003964,33.049799,-96.742641,75023
ELEMENTARY,HULL EL,NORTHSIDE ISD,31.3,D-,BEXAR,483312003704,29.414653,-98.634574,78227
ELEMENTARY,HULL-DAISETTA EL,HULL-DAISETTA ISD,35.3,D,LIBERTY,482388002639,30.072327,-94.674106,77564
HIGH,HULL-DAISETTA H S,HULL-DAISETTA ISD,43,D+,LIBERTY,482388002640,30.117173,-94.644457,77533
ELEMENTARY,HUMBLE EL,HUMBLE ISD,38.2,D+,HARRIS,482391002645,30.011989,-95.272866,77338
HIGH,HUMBLE H S,HUMBLE ISD,30.6,F,HARRIS,482391002646,29.982781,-95.246671,77338
MIDDLE,HUMBLE MIDDLE,HUMBLE ISD,36.2,C-,HARRIS,482391002647,29.979066,-95.210151,77346
ELEMENTARY,HUMPHREY'S HIGHLAND EL,AMARILLO ISD,59.2,B+,POTTER,480813000160,35.196215,-101.791265,79104
ELEMENTARY,HUNT EL,CUERO ISD,44.4,C,DEWITT,481596011209,29.097471,-97.274042,77954
MIDDLE,HUNT MIDDLE,FRISCO ISD,71,A,COLLIN,482001012483,33.119306,-96.808765,75034
ELEMENTARY,HUNT SCHOOL,HUNT ISD,44.1,C,KERR,482397002652,30.070253,-99.33882,78024
MIDDLE,HUNT SCHOOL,HUNT ISD,45.9,B-,KERR,482397002652,30.070253,-99.33882,78024
ELEMENTARY,HUNTERS CREEK EL,SPRING BRANCH ISD,63,B+,HARRIS,484110004676,29.778715,-95.497047,77024
ELEMENTARY,HUNTERS GLEN EL,FORT BEND ISD,24.4,F,FORT BEND,481965006107,29.600777,-95.512537,77489
HIGH,HUNTINGTON H S,HUNTINGTON ISD,56.3,B-,ANGELINA,482400002654,31.263924,-94.573915,75949
ELEMENTARY,HUNTINGTON INT,HUNTINGTON ISD,48.9,C+,ANGELINA,482400006715,31.280206,-94.566793,75949
MIDDLE,HUNTINGTON MIDDLE,HUNTINGTON ISD,50.8,B,ANGELINA,482400002655,31.283319,-94.573258,75949
ELEMENTARY,HUNTSVILLE EL,HUNTSVILLE ISD,26.9,F,WALKER,482403006867,30.737855,-95.542905,77320
HIGH,HUNTSVILLE H S,HUNTSVILLE ISD,27.5,F,WALKER,482403002658,30.740899,-95.536551,77320
ELEMENTARY,HUNTSVILLE INT,HUNTSVILLE ISD,23.3,F,WALKER,482403002659,30.721768,-95.532651,77320
ELEMENTARY,HUPPERTZ EL,SAN ANTONIO ISD,30.6,D-,BEXAR,483873004364,29.454883,-98.574292,78228
ELEMENTARY,HURLA M MIDKIFF EL,MISSION CISD,74.2,A+,HIDALGO,483104009483,26.255544,-98.3119,78574
ELEMENTARY,HURSHEL ANTWINE SCHOOL,SOCORRO ISD,50.1,B-,EL PASO,484071010661,31.80249,-106.246024,79938
ELEMENTARY,HURST HILLS EL,HURST-EULESS-BEDFORD ISD,66.3,A-,TARRANT,482406002672,32.818801,-97.193794,76053
ELEMENTARY,HUTCHINS EL,SOUTH SAN ANTONIO ISD,33.5,D-,BEXAR,481828001656,29.197942,-96.284337,77437
MIDDLE,HUTCHINSON MIDDLE,LUBBOCK ISD,67.9,A,LUBBOCK,482850010898,33.566115,-101.877246,79410
ELEMENTARY,HUTTO EL,HUTTO ISD,43.8,C,WILLIAMSON,482410002685,30.550549,-97.538947,78634
HIGH,HUTTO H S,HUTTO ISD,51.7,C,WILLIAMSON,482410002686,30.536524,-97.562299,78634
MIDDLE,HUTTO MIDDLE,HUTTO ISD,43.9,C+,WILLIAMSON,482410008411,30.552669,-97.553231,78634
ELEMENTARY,HYDE PARK EL,DENISON ISD,58.1,B,GRAYSON,481671001437,33.739432,-96.577337,75020
ELEMENTARY,HYER EL,HIGHLAND PARK ISD,74.2,A+,DALLAS,482325002358,32.859684,-96.800646,75225
ELEMENTARY,I C EVANS EL,BURKBURNETT ISD,37.2,D+,WICHITA,481212000710,34.076468,-98.561292,76354
ELEMENTARY,I T HOLLEMAN EL,WALLER ISD,48.7,C+,WALLER,484443005072,30.067192,-95.92402,77484
ELEMENTARY,I W AND ELEANOR HYDE EL,CLEAR CREEK ISD,50.1,B-,GALVESTON,481428007005,29.526795,-95.041054,77573
MIDDLE,IAGO J H,BOLING ISD,40.5,C,WHARTON,481078000542,29.280291,-95.961193,77420
ELEMENTARY,IDALOU EL,IDALOU ISD,57.8,B,LUBBOCK,482412002687,33.66094,-101.683583,79329
HIGH,IDALOU H S,IDALOU ISD,71.7,A-,LUBBOCK,482412002688,33.661761,-101.683367,79329
MIDDLE,IDALOU MIDDLE,IDALOU ISD,59.8,B+,LUBBOCK,482412002689,33.660887,-101.684423,79329
ELEMENTARY,IDEA BROWNSVILLE ACADEMY,IDEA PUBLIC SCHOOLS,66.1,A-,CAMERON,480021112684,25.975687,-97.485775,78526
MIDDLE,IDEA BROWNSVILLE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,64,A-,CAMERON,480021112683,25.975669,-97.485714,78526
ELEMENTARY,IDEA CARVER ACADEMY,IDEA PUBLIC SCHOOLS,60.6,B+,BEXAR,480021112883,29.421547,-98.473,78202
MIDDLE,IDEA CARVER COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,67.2,A,BEXAR,480021112829,29.421488,-98.47281,78202
ELEMENTARY,IDEA EASTSIDE ACADEMY,IDEA PUBLIC SCHOOLS,34.1,D,BEXAR,480021113238,29.414588,-98.444285,78203
MIDDLE,IDEA EASTSIDE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,45.2,B-,BEXAR,480021113231,29.414588,-98.444285,78220
ELEMENTARY,IDEA EDINBURG ACADEMY,IDEA PUBLIC SCHOOLS,63.8,B+,HIDALGO,480021112638,26.327917,-98.15002,78541
MIDDLE,IDEA EDINBURG COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,77.3,A+,HIDALGO,480021112500,26.327917,-98.15002,78541
ELEMENTARY,IDEA FRONTIER ACADEMY,IDEA PUBLIC SCHOOLS,51.3,B-,CAMERON,480021111384,25.886118,-97.42476,78521
HIGH,IDEA FRONTIER COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,87.6,A+,CAMERON,480021111952,25.886112,-97.424768,78521
MIDDLE,IDEA FRONTIER COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,67.7,A,CAMERON,480021111952,25.886112,-97.424768,78521
MIDDLE,IDEA JUDSON COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,49.4,B,HIDALGO,480021113508,29.562837,-98.36323,78233
MIDDLE,IDEA MAYS COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,73.1,A+,HIDALGO,480021113504,29.423387,-98.654093,78245
ELEMENTARY,IDEA MCALLEN ACADEMY,IDEA PUBLIC SCHOOLS,64.8,B+,HIDALGO,480021112688,26.210421,-98.270485,78501
MIDDLE,IDEA MCALLEN COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,77,A+,HIDALGO,480021112679,26.210417,-98.270462,78501
ELEMENTARY,IDEA MONTERREY PARK ACADEMY,IDEA PUBLIC SCHOOLS,48.7,C+,BEXAR,480021113195,29.431029,-98.578321,78237
MIDDLE,IDEA MONTERREY PARK COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,48.3,B-,BEXAR,480021113183,29.431029,-98.578321,78237
MIDDLE,IDEA NAJIM COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,42.1,C+,HIDALGO,480021113660,29.415219,-98.404405,78220
MIDDLE,IDEA NORTH MISSION COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,52.5,B,HIDALGO,480021113237,26.236629,-98.329461,78574
ELEMENTARY,IDEA QUEST ACADEMY,IDEA PUBLIC SCHOOLS,59.4,B+,HIDALGO,480021111427,26.332543,-98.231932,78541
HIGH,IDEA QUEST COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,89,A+,HIDALGO,480021111947,26.332591,-98.231599,78541
MIDDLE,IDEA QUEST COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,75.4,A+,HIDALGO,480021111947,26.332591,-98.231599,78541
MIDDLE,IDEA RIVERVIEW COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,56.1,B+,CAMERON,480021113239,25.892028,-97.519102,78520
ELEMENTARY,IDEA RUNDBERG ACADEMY,IDEA PUBLIC SCHOOLS,31.2,D-,TRAVIS,480021113220,30.3608,-97.687671,78753
MIDDLE,IDEA RUNDBERG COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,53.6,B,TRAVIS,480021113223,30.3608,-97.687671,78753
ELEMENTARY,IDEA SOUTH FLORES ACADEMY,IDEA PUBLIC SCHOOLS,66.6,A-,BEXAR,480021113025,29.349961,-98.489831,78221
MIDDLE,IDEA SOUTH FLORES COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,67,A,BEXAR,480021112969,29.349687,-98.489821,78221
MIDDLE,IDEA TOROS COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,84,A+,HIDALGO,480021113514,26.284914,-98.161988,78542
ELEMENTARY,IDEA WALZEM ACADEMY,IDEA PUBLIC SCHOOLS,40.5,C-,BEXAR,480021113074,29.50325,-98.36166,78239
MIDDLE,IDEA WALZEM COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,41.6,C,BEXAR,480021113148,29.50325,-98.36166,78239
ELEMENTARY,IDEA WESLACO PIKE ACADEMY,IDEA PUBLIC SCHOOLS,60.3,B+,HIDALGO,480021113127,26.169141,-97.97968,78596
MIDDLE,IDEA WESLACO PIKE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,70.3,A,HIDALGO,480021113085,26.169141,-97.97968,78596
ELEMENTARY,IDUMA EL,KILLEEN ISD,34.3,D,BELL,482566009457,31.093479,-97.799167,76549
ELEMENTARY,IGNACIO ZARAGOZA EL,DALLAS ISD,47.4,C+,DALLAS,481623001243,32.795363,-96.770911,75246
ELEMENTARY,IKARD EL,WEATHERFORD ISD,40.5,C-,PARKER,484480009365,32.746125,-97.758904,76086
ELEMENTARY,ILTEXAS - EAST FORT WORTH EL,INTERNATIONAL LEADERSHIP OF TEXAS,19.4,F,DALLAS,480144013408,32.767411,-97.228622,76112
MIDDLE,ILTEXAS - EAST FORT WORTH MIDDLE,INTERNATIONAL LEADERSHIP OF TEXAS,17.9,F,DALLAS,480144013415,32.767411,-97.228622,76112
ELEMENTARY,ILTEXAS - HOUSTON WINDMILL LAKE EL,INTERNATIONAL LEADERSHIP OF TEXAS,24.2,F,DALLAS,480144013412,29.625543,-95.241512,77075
ELEMENTARY,ILTEXAS - LANCASTER EL,INTERNATIONAL LEADERSHIP OF TEXAS,25.6,F,DALLAS,480144013416,32.603327,-96.800424,75146
MIDDLE,ILTEXAS - LANCASTER MIDDLE,INTERNATIONAL LEADERSHIP OF TEXAS,25.4,D-,DALLAS,480144013404,32.603327,-96.800424,75146
ELEMENTARY,ILTEXAS - SAGINAW EL,INTERNATIONAL LEADERSHIP OF TEXAS,37.9,D+,DALLAS,480144013419,32.865704,-97.389626,76179
MIDDLE,ILTEXAS - SAGINAW MIDDLE,INTERNATIONAL LEADERSHIP OF TEXAS,41.7,C,DALLAS,480144013406,32.865704,-97.389626,76179
ELEMENTARY,IMOGENE GIDEON EL,MANSFIELD ISD,48.4,C+,TARRANT,482892009051,32.627351,-97.09222,76002
HIGH,IMPACT EARLY COLLEGE H S,GOOSE CREEK CISD,79.8,A,HARRIS,482115012492,29.72912,-94.977511,77520
ELEMENTARY,INDEPENDENCE EL,LEWISVILLE ISD,51.1,B-,DENTON,482526011331,32.944866,-97.276713,76244
ELEMENTARY,INDEPENDENCE EL,KELLER ISD,49.7,C+,TARRANT,482526011331,32.944866,-97.276713,76244
ELEMENTARY,INDIAN CREEK EL,LEWISVILLE ISD,55.7,B,DENTON,482730006138,33.033015,-96.878329,75010
ELEMENTARY,INDIAN CREEK EL,SOUTHWEST ISD,42,C-,BEXAR,482730006138,33.033015,-96.878329,75010
MIDDLE,INDIAN RIDGE MIDDLE,YSLETA ISD,44,C+,EL PASO,484668006808,31.785125,-106.308128,79936
MIDDLE,INDIAN SPRING MIDDLE,WACO ISD,28.9,D-,MCLENNAN,484428012823,31.562444,-97.133632,76701
ELEMENTARY,INDIAN SPRINGS EL,COMAL ISD,60.2,B+,COMAL,481473012350,29.68503,-98.436841,78261
MIDDLE,INDIAN SPRINGS MIDDLE,KELLER ISD,63.4,A-,TARRANT,482526009047,32.893615,-97.248678,76248
ELEMENTARY,INDUSTRIAL EL EAST,INDUSTRIAL ISD,51.3,B-,JACKSON,482415002693,28.819968,-96.614012,77991
ELEMENTARY,INDUSTRIAL EL WEST,INDUSTRIAL ISD,62.3,B+,JACKSON,482415002692,28.898908,-96.784704,77968
HIGH,INDUSTRIAL H S,INDUSTRIAL ISD,67.4,B+,JACKSON,482415002690,28.819508,-96.615655,77991
MIDDLE,INDUSTRIAL J H,INDUSTRIAL ISD,55.4,B+,JACKSON,482415002691,28.834545,-96.544346,77991
HIGH,INFINITY EARLY COLLEGE H S,NEW CANEY ISD,72.5,A-,MONTGOMERY,483240013059,30.133113,-95.224065,77357
HIGH,INGLESIDE H S,INGLESIDE ISD,46.3,C-,SAN PATRICIO,482418002697,27.876846,-97.218822,78362
ELEMENTARY,INGRAM EL,INGRAM ISD,41.5,C-,KERR,482421002699,30.074524,-99.230276,78025
MIDDLE,INGRAM MIDDLE,INGRAM ISD,43.9,C+,KERR,482421013075,30.074421,-99.252053,78025
HIGH,INGRAM TOM MOORE H S,INGRAM ISD,54.4,C+,KERR,482421005510,30.074421,-99.252053,78025
ELEMENTARY,INSPIRED VISION ACADEMY EL,INSPIRED VISION ACADEMY,34.5,D,DALLAS,480020408759,32.748564,-96.694219,75217
HIGH,INSPIRED VISION ACADEMY MIDDLE,INSPIRED VISION ACADEMY,46.5,C-,DALLAS,480020408506,32.749924,-96.675095,75217
MIDDLE,INSPIRED VISION ACADEMY MIDDLE,INSPIRED VISION ACADEMY,33.1,D+,DALLAS,480020408506,32.749924,-96.675095,75217
ELEMENTARY,INTERNATIONAL LEADERSHIP OF TEXAS (ILT),INTERNATIONAL LEADERSHIP OF TEXAS (ILT),41.5,C-,DALLAS,480144012955,32.947178,-96.66617,75044
HIGH,INTERNATIONAL SCHOOL OF AMERICA,NORTH EAST ISD,71.9,A-,BEXAR,483294007513,29.507524,-98.516287,78213
ELEMENTARY,IOLA EL,IOLA ISD,52.9,B-,GRIMES,482424002700,30.767661,-96.072225,77861
HIGH,IOLA H S,IOLA ISD,71.5,A-,GRIMES,482424002701,30.767629,-96.07347,77861
MIDDLE,IOLA H S,IOLA ISD,49.3,B,GRIMES,482424002701,30.767629,-96.07347,77861
HIGH,IOWA PARK H S,IOWA PARK CISD,59.3,B,WICHITA,482426002703,33.964131,-98.69383,76367
ELEMENTARY,IRA CROSS JR EL,KILLEEN ISD,50,B-,BELL,482566009456,31.090174,-97.701734,76543
ELEMENTARY,IRA SCHOOL,IRA ISD,59.5,B+,SCURRY,482430002708,32.581549,-101.00534,79527
HIGH,IRA SCHOOL,IRA ISD,75.8,A,SCURRY,482430002708,32.581549,-101.00534,79527
MIDDLE,IRA SCHOOL,IRA ISD,61.1,A-,SCURRY,482430002708,32.581549,-101.00534,79527
ELEMENTARY,IRAAN EL,IRAAN-SHEFFIELD ISD,50.2,B-,PECOS,482433002709,30.909275,-101.901099,79744
HIGH,IRAAN H S,IRAAN-SHEFFIELD ISD,55.3,B-,PECOS,482433002710,30.909132,-101.901009,79744
ELEMENTARY,IREDELL SCHOOL,IREDELL ISD,46.5,C,BOSQUE,482436002714,31.986697,-97.869174,76649
HIGH,IREDELL SCHOOL,IREDELL ISD,78.1,A,BOSQUE,482436002714,31.986697,-97.869174,76649
MIDDLE,IREDELL SCHOOL,IREDELL ISD,48.3,B-,BOSQUE,482436002714,31.986697,-97.869174,76649
ELEMENTARY,IRELAND EL,ECTOR COUNTY ISD,33.9,D-,ECTOR,481800001583,31.891393,-102.362876,79762
ELEMENTARY,IRENE CLINKSCALE EL,BURLESON ISD,49.7,C+,JOHNSON,481218012251,32.53198,-97.356061,76028
MIDDLE,IRENE M GARCIA MIDDLE,LA JOYA ISD,47.3,B-,HIDALGO,482613009577,26.237612,-98.358663,78572
ELEMENTARY,IRION EL,IRION COUNTY ISD,41.9,C-,IRION,483036003399,31.260632,-100.82345,76941
