site_autoid,Longitude,Latitude,UTC,Parameter,Unit,Value,AQI,Category,SiteName,AgencyName,FullAQSCode,IntlAQSCode
600,-97.434247,27.765335,2019-06-17T18:00,OZONE,PPB,,44,1,Corpus Christi West C4,Texas Commission on Environmental Quality,483550025,840483550025
601,-97.4314,27.8042,2019-06-17T18:00,PM2.5,UG/M3,,19,1,Corpus Christi Huisache C98,Texas Commission on Environmental Quality,483550032,840483550032
602,-97.431158,31.122527,2019-06-17T18:00,OZONE,PPB,,44,1,Temple Georgia C1045,Texas Commission on Environmental Quality,480271045,840480271045
603,-97.431158,31.122527,2019-06-17T18:00,PM2.5,UG/M3,,18,1,Temple Georgia C1045,Texas Commission on Environmental Quality,480271045,840480271045
604,-97.356567,32.805818,2019-06-17T18:00,OZONE,PPB,,44,1,Ft. Worth Northwest C13,Texas Commission on Environmental Quality,484391002,840484391002
605,-97.3414,32.7592,2019-06-17T18:00,PM2.5,UG/M3,,27,1,Haws Athletic Center C310,Texas Commission on Environmental Quality,484391006,840484391006
606,-97.3022,35.4778,2019-06-17T18:00,OZONE,PPB,,43,1,Choctaw,Oklahoma Department of Environmental Quality,401090096,840401090096
607,-97.2986,27.4269,2019-06-17T18:00,PM2.5,UG/M3,,18,1,Corpus Christi - National Seashore C314,Texas Commission on Environmental Quality,482730314,840482730314
608,-97.282088,32.922498,2019-06-17T18:00,OZONE,PPB,,44,1,Keller C17,Texas Commission on Environmental Quality,484392003,840484392003
609,-97.1933,33.1944,2019-06-17T18:00,OZONE,PPB,,42,1,Denton Airport South C56,Texas Commission on Environmental Quality,481210034,840481210034
610,-97.1933,33.1944,2019-06-17T18:00,PM2.5,UG/M3,,20,1,Denton Airport South C56,Texas Commission on Environmental Quality,481210034,840481210034
611,-97.1667,26.0733,2019-06-17T18:00,PM2.5,UG/M3,,49,1,Isla Blanca C323/C667,Texas Commission on Environmental Quality,480612004,840480612004
612,-97.0886,32.6558,2019-06-17T18:00,OZONE,PPB,,49,1,Arlington Municipal Airport C61,Texas Commission on Environmental Quality,484393011,840484393011
613,-97.081278,36.697189,2019-06-17T18:00,PM2.5,UG/M3,,16,1,Ponca City,Oklahoma Department of Environmental Quality,400710604,840400710604
614,-97.0706,31.6531,2019-06-17T18:00,OZONE,PPB,,41,1,Waco C1037,Texas Commission on Environmental Quality,483091037,840483091037
615,-97.0706,31.6531,2019-06-17T18:00,PM2.5,UG/M3,,19,1,Waco C1037,Texas Commission on Environmental Quality,483091037,840483091037
616,-97.063705,32.98426,2019-06-17T18:00,OZONE,PPB,,42,1,Grapevine Fairway C70,Texas Commission on Environmental Quality,484393009,840484393009
617,-97.026922,32.482081,2019-06-17T18:00,OZONE,PPB,,46,1,Midlothian OFW C52,Texas Commission on Environmental Quality,481390016,840481390016
618,-97.026922,32.482081,2019-06-17T18:00,PM2.5,UG/M3,,21,1,Midlothian OFW C52,Texas Commission on Environmental Quality,481390016,840481390016
619,-97.0056,28.8358,2019-06-17T18:00,OZONE,PPB,,49,1,Victoria C87,Texas Commission on Environmental Quality,484690003,840484690003
620,-96.9437,33.4107,2019-06-17T18:00,OZONE,PPB,,41,1,Pilot Point C1032,Texas Commission on Environmental Quality,481211032,840481211032
621,-96.8717,32.6767,2019-06-17T18:00,OZONE,PPB,,64,2,Dallas Redbird Airport C402,Texas Commission on Environmental Quality,481130087,840481130087
622,-96.8711,32.1772,2019-06-17T18:00,OZONE,PPB,,33,1,Italy C1044,Texas Commission on Environmental Quality,481391044,840481391044
623,-96.86,32.82,2019-06-17T18:00,OZONE,PPB,,47,1,Dallas Hinton St. C401/C161 [E],Texas Commission on Environmental Quality,481130069,840481130069
624,-96.808498,32.919206,2019-06-17T18:00,OZONE,PPB,,47,1,Dallas North C63,Texas Commission on Environmental Quality,481130075,840481130075
625,-96.7861,33.1325,2019-06-17T18:00,OZONE,PPB,,43,1,Frisco C31,Texas Commission on Environmental Quality,480850005,840480850005
626,-96.4592,32.9361,2019-06-17T18:00,OZONE,PPB,,36,1,Rockwall Heath C69,Texas Commission on Environmental Quality,483970001,840483970001
627,-96.3992,32.0319,2019-06-17T18:00,OZONE,PPB,,46,1,Corsicana C1051,Texas Commission on Environmental Quality,483491051,840483491051
628,-96.3992,32.0319,2019-06-17T18:00,PM2.5,UG/M3,,28,1,Corsicana C1051,Texas Commission on Environmental Quality,483491051,840483491051
629,-96.3608,36.1053,2019-06-17T18:00,OZONE,PPB,,37,1,Mannford,Oklahoma Department of Environmental Quality,400370144,840400370144
630,-96.3175,32.565,2019-06-17T18:00,PM2.5,UG/M3,,21,1,Kaufman C71,Texas Commission on Environmental Quality,482570005,840482570005
631,-96.115561,33.153077,2019-06-17T18:00,OZONE,PPB,,40,1,Greenville C1006/198,Texas Commission on Environmental Quality,482311006,840482311006
632,-96.01243,36.35586,2019-06-17T18:00,OZONE,PPB,,41,1,Skiatook,Oklahoma Department of Environmental Quality,401130226,840401130226
633,-96.0033,35.9525,2019-06-17T18:00,OZONE,PPB,,41,1,Glenpool,Oklahoma Department of Environmental Quality,401430174,840401430174
634,-96.0033,35.9525,2019-06-17T18:00,PM2.5,UG/M3,,20,1,Glenpool,Oklahoma Department of Environmental Quality,401430174,840401430174
635,-95.976402,36.206699,2019-06-17T18:00,OZONE,PPB,,40,1,Tulsa,Oklahoma Department of Environmental Quality,401431127,840401431127
636,-95.976402,36.206699,2019-06-17T18:00,PM2.5,UG/M3,,19,1,Tulsa,Oklahoma Department of Environmental Quality,401431127,840401431127
637,-95.794128,34.906082,2019-06-17T18:00,OZONE,PPB,,39,1,McAlester,Oklahoma Department of Environmental Quality,401210415,840401210415
638,-95.794128,34.906082,2019-06-17T18:00,PM2.5,UG/M3,,18,1,McAlester,Oklahoma Department of Environmental Quality,401210415,840401210415
639,-95.7636,36.1336,2019-06-17T18:00,OZONE,PPB,,40,1,Lynn Lane,Oklahoma Department of Environmental Quality,401430178,840401430178
640,-95.6358,29.7233,2019-06-17T18:00,OZONE,PPB,,42,1,Houston Westhollow C410,Texas Commission on Environmental Quality,482010066,840482010066
641,-95.4992,29.6958,2019-06-17T18:00,OZONE,PPB,,46,1,Houston Bayland Park C53/C146/C181,Texas Commission on Environmental Quality,482010055,840482010055
642,-95.4892,29.8342,2019-06-17T18:00,OZONE,PPB,,43,1,Lang C408,Texas Commission on Environmental Quality,482010047,840482010047
643,-95.4742,29.6239,2019-06-17T18:00,OZONE,PPB,,41,1,Houston Croquet C409,Texas Commission on Environmental Quality,482010051,840482010051
644,-95.4736,29.0436,2019-06-17T18:00,OZONE,PPB,,40,1,Lake Jackson C1016,Texas Commission on Environmental Quality,480391016,840480391016
645,-95.425,30.3503,2019-06-17T18:00,OZONE,PPB,,43,1,Conroe Relocated C78,Texas Commission on Environmental Quality,483390078,840483390078
646,-95.425,30.3503,2019-06-17T18:00,PM2.5,UG/M3,,11,1,Conroe Relocated C78,Texas Commission on Environmental Quality,483390078,840483390078
647,-95.415751,32.344008,2019-06-17T18:00,OZONE,PPB,,42,1,Tyler Airport Relocated C82,Texas Commission on Environmental Quality,484230007,840484230007
648,-95.3925,29.5203,2019-06-17T18:00,OZONE,PPB,,40,1,Manvel Croix Park C84,Texas Commission on Environmental Quality,480391004,840480391004
649,-95.3261,29.9011,2019-06-17T18:00,OZONE,PPB,,45,1,Houston Aldine C8,Texas Commission on Environmental Quality,482010024,840482010024
650,-95.294724,29.68639,2019-06-17T18:00,OZONE,PPB,,42,1,Houston Park Place C416,Texas Commission on Environmental Quality,482010416,840482010416
651,-95.2842,29.8281,2019-06-17T18:00,OZONE,PPB,,34,1,Houston North Wayside C405,Texas Commission on Environmental Quality,482010046,840482010046
652,-95.2672,29.6256,2019-06-17T18:00,OZONE,PPB,,36,1,Houston Monroe C406,Texas Commission on Environmental Quality,482010062,840482010062
653,-95.2575,29.7339,2019-06-17T18:00,PM2.5,UG/M3,,30,1,Clinton C403,Texas Commission on Environmental Quality,482011035,840482011035
654,-95.25,36.228298,2019-06-17T18:00,OZONE,PPB,,30,1,PRYOR,Cherokee Nation,400979014,840400979014
655,-95.2206,29.7681,2019-06-17T18:00,OZONE,PPB,,41,1,Houston East C1,Texas Commission on Environmental Quality,482011034,840482011034
656,-95.2206,29.7681,2019-06-17T18:00,PM2.5,UG/M3,,26,1,Houston East C1,Texas Commission on Environmental Quality,482011034,840482011034
657,-95.128508,29.670025,2019-06-17T18:00,OZONE,PPB,,38,1,Houston Deer Park C35,Texas Commission on Environmental Quality,482011039,840482011039
658,-95.128508,29.670025,2019-06-17T18:00,PM2.5,UG/M3,,14,1,Houston Deer Park C35,Texas Commission on Environmental Quality,482011039,840482011039
659,-95.1256,29.8025,2019-06-17T18:00,OZONE,PPB,,39,1,Channelview C15,Texas Commission on Environmental Quality,482010026,840482010026
660,-95.0781,29.7644,2019-06-17T18:00,OZONE,PPB,,36,1,Lynchburg Ferry C1015,Texas Commission on Environmental Quality,482011015,840482011015
661,-95.0311,29.7708,2019-06-17T18:00,PM2.5,UG/M3,,46,1,Baytown C148,Texas Commission on Environmental Quality,482010058,840482010058
662,-95.0156,29.5831,2019-06-17T18:00,OZONE,PPB,,37,1,Seabrook Friendship Park C45,Texas Commission on Environmental Quality,482011050,840482011050
663,-95.0156,29.5831,2019-06-17T18:00,PM2.5,UG/M3,,14,1,Seabrook Friendship Park C45,Texas Commission on Environmental Quality,482011050,840482011050
664,-94.983786,29.823319,2019-06-17T18:00,OZONE,PPB,,39,1,Baytown Garth C1017,Texas Commission on Environmental Quality,482011017,840482011017
665,-94.8564,29.2631,2019-06-17T18:00,OZONE,PPB,,41,1,Galveston Airport C1034,Texas Commission on Environmental Quality,481671034,840481671034
666,-94.711811,32.378682,2019-06-17T18:00,OZONE,PPB,,38,1,Longview C19/C127,Texas Commission on Environmental Quality,481830001,840481830001
667,-94.6739,30.6681,2019-06-17T18:00,OZONE,PPB,,30,1,Alabama-Coushatta,EPA Office of Atmospheric Programs,483739991,840483739991
668,-94.669701,35.750599,2019-06-17T18:00,OZONE,PPB,,41,1,STILWELL CASTNET & NCORE,Cherokee Nation,400019009,840400019009
669,-94.669701,35.750599,2019-06-17T18:00,PM2.5,UG/M3,,-999,0,STILWELL CASTNET & NCORE,Cherokee Nation,400019009,840400019009
670,-94.524414,35.408138,2019-06-17T18:00,OZONE,PPB,,44,1,ROLAND,Cherokee Nation,401359021,840401359021
671,-94.524414,35.408138,2019-06-17T18:00,PM2.5,UG/M3,,-999,0,ROLAND,Cherokee Nation,401359021,840401359021
672,-94.3178,29.863952,2019-06-17T18:00,OZONE,PPB,,28,1,Hamshire C64,Texas Commission on Environmental Quality,482450022,840482450022
673,-94.3178,29.863952,2019-06-17T18:00,PM2.5,UG/M3,,5,1,Hamshire C64,Texas Commission on Environmental Quality,482450022,840482450022
674,-94.1681,32.6706,2019-06-17T18:00,OZONE,PPB,,40,1,Karnack C85,Texas Commission on Environmental Quality,482030002,840482030002
675,-94.1681,32.6706,2019-06-17T18:00,PM2.5,UG/M3,,27,1,Karnack C85,Texas Commission on Environmental Quality,482030002,840482030002
676,-94.167436,36.011703,2019-06-17T18:00,OZONE,PPB,,42,1,Fayetteville,Arkansas Department of Environmental Quality,51430006,840051430006
677,-94.1433,34.4544,2019-06-17T18:00,OZONE,PPB,,33,1,EAGLEMT,Arkansas Department of Environmental Quality,51130003,840051130003
678,-94.1167,36.1797,2019-06-17T18:00,OZONE,PPB,,43,1,SPRNGDLE,Arkansas Department of Environmental Quality,51430005,840051430005
679,-94.1167,36.1797,2019-06-17T18:00,PM2.5,UG/M3,,20,1,SPRNGDLE,Arkansas Department of Environmental Quality,51430005,840051430005
680,-94.075671,33.435489,2019-06-17T18:00,PM2.5,UG/M3,,22,1,Texarkana New Boston,Texas Commission on Environmental Quality,480371031,840480371031
681,-94.0747,30.0394,2019-06-17T18:00,OZONE,PPB,,28,1,Beaumont C2/C112,Texas Commission on Environmental Quality,482450009,840482450009
682,-94.0111,29.9786,2019-06-17T18:00,OZONE,PPB,,28,1,Nederland C1035,Texas Commission on Environmental Quality,482451035,840482451035
683,-94.0006,29.9425,2019-06-17T18:00,OZONE,PPB,,32,1,SETRPC 43 Jefferson Co Airport C643,Texas Commission on Environmental Quality,482450102,840482450102
684,-93.9875,29.8942,2019-06-17T18:00,OZONE,PPB,,30,1,Port Arthur West C28/C128/C228,Texas Commission on Environmental Quality,482450011,840482450011
685,-93.955,29.865,2019-06-17T18:00,OZONE,PPB,,31,1,SETRPC Port Arthur C628,Texas Commission on Environmental Quality,482450628,840482450628
686,-93.9139,29.9219,2019-06-17T18:00,PM2.5,UG/M3,,10,1,Thomas Jefferson School C303,Texas Commission on Environmental Quality,482450021,840482450021
687,-93.8969,29.7181,2019-06-17T18:00,OZONE,PPB,,30,1,SETRPC 40 Sabine Pass C640,Texas Commission on Environmental Quality,482450101,840482450101
688,-93.8731,30.18,2019-06-17T18:00,OZONE,PPB,,31,1,SETRPC Mauriceville 42 C642,Texas Commission on Environmental Quality,483611100,840483611100
689,-93.8731,30.18,2019-06-17T18:00,PM2.5,UG/M3,,18,1,SETRPC Mauriceville 42 C642,Texas Commission on Environmental Quality,483611100,840483611100
690,-93.8617,32.6833,2019-06-17T18:00,OZONE,PPB,,39,1,Dixie,Louisiana Department of Environmental Quality,220170001,840220170001
691,-93.7617,30.0844,2019-06-17T18:00,OZONE,PPB,,31,1,West Orange C9/C141,Texas Commission on Environmental Quality,483611001,840483611001
692,-93.7492,32.5364,2019-06-17T18:00,OZONE,PPB,,35,1,Shreveport Airport,Louisiana Department of Environmental Quality,220150008,840220150008
693,-93.7492,32.5364,2019-06-17T18:00,PM2.5,UG/M3,,20,1,Shreveport Airport,Louisiana Department of Environmental Quality,220150008,840220150008
694,-93.5797,30.2278,2019-06-17T18:00,OZONE,PPB,,31,1,Vinton,Louisiana Department of Environmental Quality,220190009,840220190009
695,-93.3719,30.1433,2019-06-17T18:00,OZONE,PPB,,30,1,Carlyss,Louisiana Department of Environmental Quality,220190002,840220190002
696,-106.7669,32.3169,2019-06-17T19:00,OZONE,PPB,,44,1,Solano Drive,New Mexico Air Quality Bureau,350130023,840350130023
697,-106.751211,32.310332,2019-06-17T19:00,PM2.5,UG/M3,,16,1,Las Cruces ED,New Mexico Air Quality Bureau,350130025,840350130025
698,-106.7397,34.8147,2019-06-17T19:00,OZONE,PPB,,51,2,2LL Los Lunas,New Mexico Air Quality Bureau,350610008,840350610008
699,-106.698378,36.187733,2019-06-17T19:00,OZONE,PPB,,44,1,Coyote Ranger District,New Mexico Air Quality Bureau,350390026,840350390026
700,-106.6828,31.7878,2019-06-17T19:00,OZONE,PPB,,39,1,Santa Teresa,New Mexico Air Quality Bureau,350130022,840350130022
701,-106.6828,31.7878,2019-06-17T19:00,PM2.5,UG/M3,,29,1,Santa Teresa,New Mexico Air Quality Bureau,350130022,840350130022
702,-106.651901,35.0186,2019-06-17T19:00,OZONE,PPB,,51,2,South Valley,Albuquerque Environmental Health Department,350010029,840350010029
703,-106.651901,35.0186,2019-06-17T19:00,PM2.5,UG/M3,,23,1,South Valley,Albuquerque Environmental Health Department,350010029,840350010029
704,-106.6306,31.9306,2019-06-17T19:00,OZONE,PPB,,39,1,La Union,New Mexico Air Quality Bureau,350130008,840350130008
705,-106.6044,35.1441,2019-06-17T19:00,PM2.5,UG/M3,,25,1,Jefferson,Albuquerque Environmental Health Department,350010026,840350010026
706,-106.5992,32.0036,2019-06-17T19:00,PM2.5,UG/M3,,23,1,Anthony,New Mexico Air Quality Bureau,350130016,840350130016
707,-106.584702,35.1353,2019-06-17T19:00,OZONE,PPB,,61,2,Del Norte,Albuquerque Environmental Health Department,350010023,840350010023
708,-106.584702,35.1353,2019-06-17T19:00,PM2.5,UG/M3,,25,1,Del Norte,Albuquerque Environmental Health Department,350010023,840350010023
709,-106.5839,31.7961,2019-06-17T19:00,OZONE,PPB,,43,1,Desert View,New Mexico Air Quality Bureau,350130021,840350130021
710,-106.5483,35.2994,2019-06-17T19:00,OZONE,PPB,,51,2,Bernalillo,New Mexico Air Quality Bureau,350431001,840350431001
711,-106.524292,35.338407,2019-06-17T19:00,OZONE,PPB,,51,2,MOBILE - SANTA ANA,Cherokee Nation,840350439028,840840350439028
712,-106.524292,35.338407,2019-06-17T19:00,PM2.5,UG/M3,,12,1,MOBILE - SANTA ANA,Cherokee Nation,840350439028,840840350439028
713,-106.5077,35.185,2019-06-17T19:00,OZONE,PPB,,64,2,Tramway,Albuquerque Environmental Health Department,350011012,840350011012
714,-106.501111,31.768056,2019-06-17T19:00,OZONE,PPB,,42,1,El Paso UTEP C12,Texas Commission on Environmental Quality,481410037,840481410037
715,-106.501111,31.768056,2019-06-17T19:00,PM2.5,UG/M3,,29,1,El Paso UTEP C12,Texas Commission on Environmental Quality,481410037,840481410037
716,-106.455,31.7656,2019-06-17T19:00,OZONE,PPB,,44,1,Chamizal C41,Texas Commission on Environmental Quality,481410044,840481410044
717,-106.455,31.7656,2019-06-17T19:00,PM2.5,UG/M3,,21,1,Chamizal C41,Texas Commission on Environmental Quality,481410044,840481410044
718,-106.425556,31.893889,2019-06-17T19:00,OZONE,PPB,,44,1,Skyline Park C72,Texas Commission on Environmental Quality,481410058,840481410058
719,-106.4092,32.0411,2019-06-17T19:00,OZONE,PPB,,45,1,Chaparral,New Mexico Air Quality Bureau,350130020,840350130020
720,-106.402802,31.7467,2019-06-17T19:00,PM2.5,UG/M3,,45,1,Ascarate Park Southeast C37,Texas Commission on Environmental Quality,481410055,840481410055
721,-106.3242,31.7864,2019-06-17T19:00,OZONE,PPB,,38,1,Ivanhoe C414,Texas Commission on Environmental Quality,481410029,840481410029
722,-106.28774,31.66752,2019-06-17T19:00,OZONE,PPB,,43,1,Socorro Hueco C49,Texas Commission on Environmental Quality,481410057,840481410057
723,-106.28774,31.66752,2019-06-17T19:00,PM2.5,UG/M3,,36,1,Socorro Hueco C49,Texas Commission on Environmental Quality,481410057,840481410057
724,-106.0797,35.6198,2019-06-17T19:00,OZONE,PPB,,58,2,Santa Fe Airport,New Mexico Air Quality Bureau,350490021,840350490021
725,-106.0797,35.6198,2019-06-17T19:00,PM2.5,UG/M3,,14,1,Santa Fe Airport,New Mexico Air Quality Bureau,350490021,840350490021
726,-105.5833,36.3833,2019-06-17T19:00,PM2.5,UG/M3,,9,1,Taos Fire Station,New Mexico Air Quality Bureau,350550005,840350550005
727,-104.2622,32.38,2019-06-17T19:00,OZONE,PPB,,50,1,Carlsbad,New Mexico Air Quality Bureau,350151005,840350151005
728,-103.178101,29.3025,2019-06-17T19:00,OZONE,PPB,,37,1,Big Bend  NP,National Park Service,480430101,840480430101
729,-103.1233,32.7267,2019-06-17T19:00,PM2.5,UG/M3,,52,2,Hobbs Jefferson,New Mexico Air Quality Bureau,350250008,840350250008
730,-103.1233,32.7267,2019-06-17T19:00,OZONE,PPB,,50,1,Hobbs Jefferson,New Mexico Air Quality Bureau,350250008,840350250008
731,-102.334756,31.870253,2019-06-17T19:00,PM2.5,UG/M3,,52,2,Odessa Gonzales C1014,Texas Commission on Environmental Quality,481351014,840481351014
732,-101.9083,35.2006,2019-06-17T19:00,PM2.5,UG/M3,,18,1,Amarillo Texas A&M C320,Texas Commission on Environmental Quality,483750320,840483750320
733,-101.78698,33.5853,2019-06-17T19:00,PM2.5,UG/M3,,14,1,Lubbock 12th Street,Texas Commission on Environmental Quality,483031028,840483031028
734,-101.6649,34.8803,2019-06-17T19:00,OZONE,PPB,,61,2,Palo Duro,EPA Office of Atmospheric Programs,483819991,840483819991
735,-100.451155,28.704607,2019-06-17T19:00,PM2.5,UG/M3,,56,2,Eagle Pass C319,Texas Commission on Environmental Quality,483230004,840483230004
736,-99.5333,27.5994,2019-06-17T19:00,PM2.5,UG/M3,,44,1,Laredo C313,Texas Commission on Environmental Quality,484790313,840484790313
737,-99.515244,27.517403,2019-06-17T19:00,OZONE,PPB,,27,1,Laredo C44,Texas Commission on Environmental Quality,484790016,840484790016
738,-98.9353,36.1589,2019-06-17T19:00,PM2.5,UG/M3,,20,1,Seiling,Oklahoma Department of Environmental Quality,400430860,840400430860
